height,weight,label
167,69,정상체중
194,70,정상체중
139,47,정상체중
126,78,비만
129,78,비만
161,75,비만
188,46,저체중
190,77,정상체중
198,45,저체중
182,64,정상체중
193,35,저체중
121,62,비만
197,51,저체중
127,63,비만
153,62,비만
192,50,저체중
171,54,저체중
175,61,정상체중
171,72,정상체중
146,44,정상체중
127,56,비만
126,73,비만
180,68,정상체중
162,67,비만
181,74,정상체중
140,52,비만
170,73,비만
170,77,비만
145,70,비만
174,38,저체중
197,43,저체중
185,55,저체중
179,54,저체중
151,65,비만
142,56,비만
124,54,비만
128,61,비만
145,63,비만
181,65,정상체중
165,37,저체중
187,73,정상체중
155,72,비만
187,59,저체중
147,67,비만
199,53,저체중
158,51,정상체중
156,67,비만
198,36,저체중
163,73,비만
189,67,정상체중
137,46,정상체중
138,60,비만
147,61,비만
142,73,비만
195,56,저체중
150,45,정상체중
166,80,비만
155,44,저체중
120,51,비만
152,79,비만
184,76,정상체중
146,38,저체중
142,61,비만
178,77,정상체중
179,59,저체중
182,72,정상체중
180,47,저체중
190,56,저체중
162,54,정상체중
173,71,정상체중
183,37,저체중
149,66,비만
192,58,저체중
160,75,비만
171,64,정상체중
137,62,비만
149,45,정상체중
175,37,저체중
127,80,비만
124,55,비만
182,78,정상체중
195,65,저체중
128,62,비만
177,59,정상체중
159,47,정상체중
178,57,저체중
144,60,비만
174,56,저체중
142,65,비만
126,72,비만
183,40,저체중
122,70,비만
174,59,정상체중
164,72,비만
175,80,비만
181,75,정상체중
165,42,저체중
181,57,저체중
146,44,정상체중
160,67,비만
159,76,비만
142,67,비만
187,35,저체중
163,36,저체중
188,65,저체중
200,64,저체중
177,73,정상체중
150,46,정상체중
153,38,저체중
129,41,정상체중
165,53,정상체중
184,62,저체중
187,58,저체중
156,47,정상체중
182,57,저체중
122,52,비만
181,55,저체중
159,58,정상체중
192,42,저체중
137,79,비만
180,65,정상체중
186,72,정상체중
120,78,비만
200,71,저체중
191,48,저체중
164,64,정상체중
199,66,저체중
146,48,정상체중
130,44,비만
173,79,비만
145,49,정상체중
154,46,정상체중
142,53,비만
146,66,비만
178,65,정상체중
173,45,저체중
171,74,비만
174,76,비만
181,41,저체중
183,55,저체중
156,74,비만
169,70,정상체중
143,65,비만
138,64,비만
169,35,저체중
151,66,비만
160,49,정상체중
200,44,저체중
131,51,비만
189,62,저체중
142,68,비만
157,46,정상체중
157,55,정상체중
164,45,저체중
189,39,저체중
136,50,비만
126,53,비만
198,76,정상체중
161,50,정상체중
147,80,비만
130,71,비만
191,57,저체중
161,57,정상체중
190,66,저체중
132,42,정상체중
173,45,저체중
127,72,비만
151,57,정상체중
192,56,저체중
143,42,정상체중
194,69,저체중
160,37,저체중
159,53,정상체중
178,69,정상체중
191,54,저체중
122,74,비만
182,60,저체중
161,58,정상체중
191,47,저체중
193,41,저체중
135,48,비만
168,50,저체중
142,60,비만
123,74,비만
122,42,비만
144,49,정상체중
168,50,저체중
195,41,저체중
177,49,저체중
175,54,저체중
142,48,정상체중
136,38,정상체중
177,40,저체중
177,38,저체중
143,78,비만
186,80,정상체중
163,72,비만
185,59,저체중
163,77,비만
121,55,비만
196,50,저체중
133,76,비만
166,55,정상체중
192,42,저체중
158,76,비만
162,48,저체중
131,67,비만
178,45,저체중
164,50,정상체중
161,54,정상체중
143,61,비만
135,59,비만
187,69,정상체중
128,60,비만
175,36,저체중
185,48,저체중
132,37,정상체중
185,42,저체중
180,66,정상체중
145,62,비만
164,63,정상체중
129,67,비만
147,69,비만
190,62,저체중
152,79,비만
191,45,저체중
184,62,저체중
152,48,정상체중
121,74,비만
157,75,비만
140,57,비만
137,65,비만
190,77,정상체중
163,46,저체중
196,69,저체중
172,49,저체중
153,65,비만
192,54,저체중
168,42,저체중
126,60,비만
127,80,비만
191,58,저체중
189,80,정상체중
133,43,정상체중
133,58,비만
142,80,비만
180,80,정상체중
123,54,비만
181,44,저체중
188,43,저체중
170,75,비만
184,48,저체중
131,42,정상체중
183,80,정상체중
160,79,비만
143,54,비만
165,75,비만
178,53,저체중
165,56,정상체중
181,80,정상체중
153,42,저체중
145,39,정상체중
164,44,저체중
126,35,정상체중
177,57,저체중
150,46,정상체중
128,35,정상체중
161,76,비만
129,49,비만
188,50,저체중
199,72,저체중
189,44,저체중
125,70,비만
187,49,저체중
198,70,저체중
123,46,비만
134,62,비만
124,66,비만
127,66,비만
127,80,비만
184,47,저체중
151,56,정상체중
128,80,비만
128,43,비만
161,72,비만
150,61,비만
120,66,비만
171,59,정상체중
176,45,저체중
174,42,저체중
133,54,비만
141,59,비만
158,52,정상체중
199,71,저체중
164,50,정상체중
179,80,정상체중
177,67,정상체중
127,79,비만
183,77,정상체중
178,80,비만
136,62,비만
121,54,비만
148,75,비만
157,59,정상체중
149,40,저체중
141,78,비만
173,41,저체중
138,80,비만
199,61,저체중
187,37,저체중
197,53,저체중
200,47,저체중
169,49,저체중
120,45,비만
157,74,비만
146,77,비만
156,47,정상체중
140,36,저체중
138,47,정상체중
136,69,비만
194,75,정상체중
152,51,정상체중
154,72,비만
162,56,정상체중
130,39,정상체중
183,63,정상체중
192,36,저체중
179,75,정상체중
197,67,저체중
183,53,저체중
120,52,비만
171,80,비만
163,38,저체중
196,75,정상체중
188,74,정상체중
161,57,정상체중
123,60,비만
132,44,비만
169,39,저체중
121,73,비만
156,52,정상체중
143,48,정상체중
142,52,비만
138,54,비만
190,65,저체중
147,44,정상체중
121,69,비만
129,54,비만
152,75,비만
121,76,비만
124,65,비만
154,77,비만
180,74,정상체중
183,48,저체중
142,37,저체중
146,42,정상체중
148,46,정상체중
178,79,정상체중
151,42,저체중
129,75,비만
148,56,비만
165,44,저체중
150,60,비만
153,38,저체중
137,72,비만
174,79,비만
120,53,비만
127,56,비만
120,56,비만
134,77,비만
139,50,비만
165,71,비만
162,76,비만
183,56,저체중
157,45,저체중
147,45,정상체중
184,37,저체중
146,55,비만
135,52,비만
181,58,저체중
133,75,비만
184,64,정상체중
172,67,정상체중
172,67,정상체중
175,73,정상체중
165,73,비만
143,51,정상체중
173,58,정상체중
184,80,정상체중
163,73,비만
130,80,비만
178,53,저체중
176,52,저체중
160,70,비만
190,79,정상체중
153,45,정상체중
141,56,비만
143,54,비만
161,56,정상체중
150,52,정상체중
172,64,정상체중
159,61,정상체중
167,80,비만
144,43,정상체중
175,37,저체중
186,80,정상체중
164,45,저체중
162,75,비만
184,50,저체중
141,68,비만
189,77,정상체중
143,46,정상체중
165,74,비만
137,69,비만
122,59,비만
185,64,정상체중
189,77,정상체중
187,38,저체중
156,60,정상체중
172,49,저체중
190,57,저체중
131,54,비만
189,60,저체중
156,64,비만
170,49,저체중
190,57,저체중
131,72,비만
189,49,저체중
134,80,비만
188,70,정상체중
175,72,정상체중
167,68,정상체중
191,75,정상체중
139,67,비만
177,80,비만
194,78,정상체중
124,77,비만
198,38,저체중
188,54,저체중
156,62,비만
123,50,비만
195,40,저체중
192,35,저체중
130,70,비만
143,66,비만
161,60,정상체중
152,75,비만
130,49,비만
134,75,비만
193,43,저체중
188,53,저체중
189,35,저체중
151,38,저체중
181,76,정상체중
136,35,정상체중
186,55,저체중
187,74,정상체중
122,50,비만
188,47,저체중
134,38,정상체중
178,59,정상체중
151,62,비만
178,36,저체중
157,35,저체중
137,80,비만
199,76,정상체중
133,38,정상체중
166,55,정상체중
192,43,저체중
133,40,정상체중
137,74,비만
196,57,저체중
123,57,비만
126,51,비만
128,51,비만
136,66,비만
152,77,비만
144,45,정상체중
154,42,저체중
122,52,비만
156,42,저체중
175,40,저체중
144,59,비만
158,42,저체중
184,61,저체중
122,64,비만
174,69,정상체중
154,38,저체중
155,66,비만
175,54,저체중
125,72,비만
145,36,저체중
188,38,저체중
160,77,비만
172,43,저체중
196,54,저체중
152,72,비만
156,39,저체중
167,45,저체중
174,71,정상체중
131,44,비만
193,70,정상체중
131,66,비만
132,39,정상체중
177,46,저체중
175,80,비만
163,65,정상체중
196,75,정상체중
179,46,저체중
169,64,정상체중
137,54,비만
180,43,저체중
138,43,정상체중
137,80,비만
200,47,저체중
164,59,정상체중
127,41,비만
180,43,저체중
180,38,저체중
124,77,비만
141,58,비만
133,42,정상체중
189,69,정상체중
120,76,비만
123,72,비만
157,45,저체중
141,50,비만
197,67,저체중
193,58,저체중
143,78,비만
133,36,정상체중
180,65,정상체중
197,74,정상체중
133,59,비만
192,52,저체중
183,59,저체중
130,60,비만
154,37,저체중
154,59,정상체중
200,63,저체중
176,62,정상체중
139,46,정상체중
125,69,비만
164,39,저체중
136,53,비만
160,78,비만
134,56,비만
141,70,비만
165,77,비만
154,44,정상체중
163,44,저체중
159,45,저체중
139,60,비만
127,64,비만
130,52,비만
155,75,비만
192,63,저체중
198,71,저체중
195,62,저체중
162,75,비만
181,67,정상체중
176,63,정상체중
132,76,비만
123,62,비만
191,65,저체중
147,70,비만
162,53,정상체중
197,71,저체중
184,45,저체중
129,80,비만
158,54,정상체중
144,60,비만
155,35,저체중
129,45,비만
147,78,비만
187,39,저체중
166,48,저체중
123,48,비만
183,78,정상체중
129,37,정상체중
138,53,비만
144,67,비만
141,78,비만
187,63,저체중
136,54,비만
161,76,비만
152,41,저체중
167,35,저체중
172,40,저체중
133,45,비만
131,51,비만
133,35,정상체중
170,43,저체중
143,49,정상체중
151,39,저체중
143,61,비만
146,36,저체중
123,75,비만
163,80,비만
175,74,정상체중
153,68,비만
168,42,저체중
125,46,비만
193,38,저체중
153,59,비만
159,68,비만
175,79,비만
121,66,비만
193,48,저체중
150,71,비만
196,76,정상체중
191,48,저체중
175,44,저체중
121,43,비만
120,52,비만
179,36,저체중
127,60,비만
192,45,저체중
129,53,비만
147,39,저체중
156,76,비만
181,77,정상체중
149,75,비만
137,56,비만
177,61,정상체중
194,76,정상체중
180,43,저체중
194,60,저체중
191,60,저체중
182,71,정상체중
187,59,저체중
121,45,비만
151,59,비만
154,43,저체중
150,65,비만
168,54,정상체중
142,42,정상체중
129,67,비만
177,76,정상체중
192,38,저체중
157,45,저체중
181,53,저체중
186,56,저체중
160,41,저체중
152,80,비만
178,76,정상체중
165,70,비만
166,37,저체중
185,37,저체중
159,74,비만
147,78,비만
128,42,비만
127,68,비만
129,62,비만
186,37,저체중
139,46,정상체중
158,50,정상체중
179,73,정상체중
127,40,정상체중
193,52,저체중
172,50,저체중
200,58,저체중
137,36,정상체중
165,48,저체중
199,50,저체중
147,44,정상체중
196,73,정상체중
181,49,저체중
120,58,비만
132,44,비만
199,66,저체중
134,60,비만
191,76,정상체중
175,36,저체중
160,61,정상체중
165,57,정상체중
190,48,저체중
157,58,정상체중
180,66,정상체중
138,60,비만
131,47,비만
156,70,비만
163,37,저체중
180,45,저체중
200,62,저체중
144,50,정상체중
131,71,비만
143,78,비만
141,62,비만
159,56,정상체중
196,68,저체중
169,40,저체중
184,42,저체중
142,55,비만
128,35,정상체중
146,60,비만
169,66,정상체중
151,57,정상체중
142,36,저체중
133,41,정상체중
121,43,비만
174,42,저체중
194,77,정상체중
187,73,정상체중
200,39,저체중
196,42,저체중
177,59,정상체중
172,76,비만
144,69,비만
152,38,저체중
199,73,저체중
139,55,비만
178,76,정상체중
158,77,비만
128,74,비만
169,57,정상체중
151,36,저체중
178,64,정상체중
195,70,저체중
186,51,저체중
137,51,비만
167,66,정상체중
154,53,정상체중
174,51,저체중
146,37,저체중
143,69,비만
147,58,비만
170,49,저체중
125,66,비만
163,70,비만
153,67,비만
200,35,저체중
146,66,비만
145,43,정상체중
131,63,비만
176,79,비만
181,37,저체중
124,74,비만
139,40,정상체중
142,68,비만
167,58,정상체중
200,70,저체중
159,73,비만
191,69,정상체중
177,61,정상체중
131,69,비만
192,80,정상체중
177,62,정상체중
180,76,정상체중
167,39,저체중
175,37,저체중
134,74,비만
143,38,정상체중
196,41,저체중
197,76,정상체중
198,46,저체중
176,46,저체중
158,46,저체중
139,72,비만
121,72,비만
182,46,저체중
139,67,비만
186,65,정상체중
145,70,비만
122,77,비만
172,61,정상체중
188,43,저체중
186,50,저체중
145,74,비만
191,41,저체중
194,53,저체중
151,74,비만
184,79,정상체중
127,62,비만
170,60,정상체중
132,56,비만
192,77,정상체중
135,46,비만
129,39,정상체중
145,36,저체중
199,45,저체중
141,67,비만
174,52,저체중
140,68,비만
176,58,정상체중
159,43,저체중
191,45,저체중
192,66,저체중
134,61,비만
179,64,정상체중
179,40,저체중
169,52,저체중
151,67,비만
192,50,저체중
178,71,정상체중
190,60,저체중
157,77,비만
192,39,저체중
166,75,비만
182,55,저체중
152,70,비만
162,58,정상체중
132,75,비만
178,76,정상체중
148,40,저체중
121,36,정상체중
126,67,비만
161,48,정상체중
134,68,비만
177,42,저체중
187,46,저체중
196,41,저체중
163,74,비만
192,43,저체중
140,72,비만
138,47,정상체중
182,63,정상체중
194,75,정상체중
187,76,정상체중
159,80,비만
136,63,비만
123,37,정상체중
123,79,비만
134,79,비만
160,55,정상체중
193,62,저체중
122,64,비만
160,57,정상체중
138,76,비만
138,76,비만
126,58,비만
167,40,저체중
176,55,저체중
173,51,저체중
144,47,정상체중
186,43,저체중
171,71,정상체중
194,80,정상체중
126,48,비만
157,74,비만
166,35,저체중
159,67,비만
186,70,정상체중
164,50,정상체중
172,70,정상체중
195,75,정상체중
132,51,비만
128,55,비만
130,35,정상체중
153,49,정상체중
195,40,저체중
141,70,비만
180,43,저체중
163,72,비만
197,64,저체중
136,70,비만
161,75,비만
161,36,저체중
124,67,비만
153,66,비만
169,46,저체중
143,77,비만
162,49,정상체중
122,75,비만
160,73,비만
120,64,비만
200,64,저체중
188,42,저체중
133,48,비만
160,36,저체중
141,49,정상체중
176,78,비만
172,61,정상체중
139,36,정상체중
144,42,정상체중
173,42,저체중
124,77,비만
188,75,정상체중
170,53,저체중
135,42,정상체중
191,35,저체중
172,35,저체중
136,71,비만
165,74,비만
123,44,비만
190,44,저체중
193,70,정상체중
187,54,저체중
196,66,저체중
193,65,저체중
156,71,비만
198,58,저체중
126,66,비만
191,58,저체중
137,50,비만
182,73,정상체중
145,36,저체중
173,75,비만
184,40,저체중
195,56,저체중
135,51,비만
161,51,정상체중
128,58,비만
144,51,정상체중
137,53,비만
197,62,저체중
139,51,비만
168,66,정상체중
121,57,비만
169,53,정상체중
165,64,정상체중
147,54,정상체중
155,68,비만
182,37,저체중
131,44,비만
199,45,저체중
134,53,비만
146,75,비만
165,39,저체중
151,71,비만
195,77,정상체중
122,69,비만
163,55,정상체중
191,40,저체중
148,43,정상체중
191,38,저체중
146,62,비만
168,47,저체중
136,39,정상체중
153,57,정상체중
155,52,정상체중
154,47,정상체중
165,76,비만
172,50,저체중
140,64,비만
164,64,정상체중
158,37,저체중
181,43,저체중
132,51,비만
178,46,저체중
194,41,저체중
125,61,비만
127,40,정상체중
160,79,비만
120,72,비만
170,68,정상체중
129,73,비만
168,59,정상체중
193,74,정상체중
192,43,저체중
169,41,저체중
128,79,비만
128,69,비만
138,35,저체중
128,41,비만
184,71,정상체중
194,66,저체중
153,40,저체중
163,50,정상체중
195,36,저체중
187,53,저체중
129,65,비만
158,56,정상체중
126,35,정상체중
193,52,저체중
171,39,저체중
124,71,비만
188,51,저체중
192,69,정상체중
139,67,비만
147,72,비만
146,75,비만
142,79,비만
154,58,정상체중
175,66,정상체중
134,69,비만
129,69,비만
156,41,저체중
141,50,비만
133,73,비만
153,69,비만
121,80,비만
136,78,비만
142,42,정상체중
129,51,비만
129,60,비만
178,42,저체중
142,49,정상체중
167,70,비만
199,40,저체중
141,43,정상체중
168,80,비만
166,51,정상체중
143,46,정상체중
151,50,정상체중
148,36,저체중
173,76,비만
160,51,정상체중
145,39,정상체중
152,76,비만
176,68,정상체중
157,57,정상체중
174,46,저체중
175,46,저체중
185,44,저체중
129,54,비만
126,69,비만
123,62,비만
168,78,비만
194,63,저체중
200,45,저체중
179,52,저체중
121,52,비만
127,52,비만
137,52,비만
189,53,저체중
175,80,비만
140,63,비만
170,56,정상체중
153,54,정상체중
179,71,정상체중
199,70,저체중
196,64,저체중
191,68,정상체중
181,48,저체중
122,63,비만
187,42,저체중
198,45,저체중
144,71,비만
156,77,비만
181,36,저체중
180,69,정상체중
175,65,정상체중
134,37,정상체중
146,74,비만
129,66,비만
195,46,저체중
130,67,비만
166,69,비만
128,69,비만
174,50,저체중
171,73,정상체중
155,75,비만
152,61,비만
199,37,저체중
132,68,비만
189,76,정상체중
196,55,저체중
169,61,정상체중
124,71,비만
139,51,비만
164,67,정상체중
133,50,비만
198,58,저체중
144,71,비만
125,51,비만
191,55,저체중
197,51,저체중
133,49,비만
181,55,저체중
132,66,비만
191,36,저체중
195,67,저체중
150,46,정상체중
139,51,비만
153,65,비만
139,48,정상체중
149,42,정상체중
123,39,비만
170,39,저체중
182,50,저체중
165,53,정상체중
174,67,정상체중
194,58,저체중
173,58,정상체중
158,76,비만
159,65,비만
180,69,정상체중
157,60,정상체중
137,40,정상체중
183,60,저체중
123,58,비만
125,69,비만
137,37,정상체중
120,40,비만
132,71,비만
133,46,비만
135,64,비만
152,56,정상체중
184,74,정상체중
171,36,저체중
174,71,정상체중
161,40,저체중
152,51,정상체중
134,70,비만
174,45,저체중
137,68,비만
149,53,정상체중
182,60,저체중
187,77,정상체중
145,67,비만
177,67,정상체중
133,74,비만
168,46,저체중
145,46,정상체중
160,46,저체중
195,76,정상체중
141,55,비만
137,47,비만
175,80,비만
138,48,비만
120,63,비만
155,51,정상체중
158,69,비만
176,58,정상체중
128,73,비만
190,55,저체중
185,44,저체중
141,54,비만
190,67,정상체중
131,61,비만
196,57,저체중
135,39,정상체중
199,75,정상체중
195,70,저체중
187,59,저체중
176,45,저체중
126,76,비만
155,44,저체중
124,48,비만
132,67,비만
137,41,정상체중
148,52,정상체중
179,50,저체중
194,70,정상체중
198,43,저체중
130,50,비만
163,52,정상체중
193,44,저체중
197,65,저체중
151,43,정상체중
183,78,정상체중
143,45,정상체중
194,69,저체중
190,55,저체중
149,53,정상체중
158,77,비만
165,40,저체중
144,76,비만
136,38,정상체중
128,79,비만
132,64,비만
169,56,정상체중
152,80,비만
152,56,정상체중
133,39,정상체중
123,40,비만
151,54,정상체중
134,53,비만
186,71,정상체중
137,56,비만
167,37,저체중
121,78,비만
163,61,정상체중
156,59,정상체중
162,43,저체중
138,46,정상체중
125,68,비만
176,61,정상체중
121,48,비만
192,72,정상체중
176,68,정상체중
145,36,저체중
177,73,정상체중
152,80,비만
180,42,저체중
195,35,저체중
185,45,저체중
136,54,비만
139,75,비만
167,52,정상체중
151,73,비만
136,54,비만
199,43,저체중
152,70,비만
159,49,정상체중
137,75,비만
135,57,비만
134,69,비만
137,61,비만
162,52,정상체중
148,45,정상체중
197,59,저체중
179,62,정상체중
165,71,비만
169,38,저체중
146,73,비만
139,69,비만
157,77,비만
138,54,비만
189,50,저체중
180,48,저체중
185,36,저체중
156,43,저체중
120,40,비만
162,76,비만
158,38,저체중
191,70,정상체중
143,77,비만
133,61,비만
164,68,비만
190,80,정상체중
192,46,저체중
200,69,저체중
187,36,저체중
154,55,정상체중
138,79,비만
145,52,정상체중
182,46,저체중
170,35,저체중
135,60,비만
163,45,저체중
155,35,저체중
192,70,정상체중
127,76,비만
156,73,비만
146,37,저체중
125,65,비만
128,74,비만
172,71,정상체중
129,73,비만
166,42,저체중
178,40,저체중
159,78,비만
197,55,저체중
173,44,저체중
181,67,정상체중
180,50,저체중
121,66,비만
160,53,정상체중
134,39,정상체중
170,60,정상체중
176,64,정상체중
149,66,비만
199,53,저체중
176,58,정상체중
158,63,비만
160,72,비만
168,79,비만
135,50,비만
189,41,저체중
130,41,정상체중
160,35,저체중
190,80,정상체중
185,68,정상체중
161,58,정상체중
134,63,비만
175,67,정상체중
174,71,정상체중
153,65,비만
196,35,저체중
193,79,정상체중
144,41,정상체중
169,49,저체중
133,65,비만
189,66,저체중
183,77,정상체중
187,36,저체중
128,40,정상체중
133,37,정상체중
142,61,비만
141,38,정상체중
198,76,정상체중
197,71,저체중
195,61,저체중
133,47,비만
176,60,정상체중
188,41,저체중
144,44,정상체중
153,47,정상체중
166,40,저체중
190,41,저체중
182,58,저체중
160,77,비만
148,54,정상체중
149,43,정상체중
156,64,비만
190,49,저체중
147,67,비만
124,56,비만
124,57,비만
129,36,정상체중
153,51,정상체중
139,49,비만
189,80,정상체중
121,48,비만
149,61,비만
198,46,저체중
185,39,저체중
135,43,정상체중
150,77,비만
140,50,비만
200,79,정상체중
190,65,저체중
181,75,정상체중
190,50,저체중
130,40,정상체중
197,77,정상체중
169,62,정상체중
174,68,정상체중
134,76,비만
162,79,비만
127,76,비만
181,53,저체중
164,52,정상체중
169,56,정상체중
141,50,비만
178,35,저체중
152,61,비만
141,50,비만
125,53,비만
147,63,비만
121,39,비만
176,78,비만
145,62,비만
200,61,저체중
127,43,비만
123,44,비만
128,67,비만
195,77,정상체중
121,36,정상체중
168,41,저체중
185,59,저체중
145,54,비만
143,53,비만
173,80,비만
153,80,비만
197,64,저체중
198,68,저체중
178,36,저체중
154,35,저체중
190,36,저체중
124,42,비만
181,64,정상체중
162,76,비만
141,36,저체중
191,59,저체중
179,48,저체중
196,54,저체중
198,77,정상체중
132,46,비만
169,75,비만
178,46,저체중
130,74,비만
158,54,정상체중
195,41,저체중
151,37,저체중
174,57,정상체중
181,71,정상체중
173,70,정상체중
155,80,비만
147,70,비만
191,35,저체중
125,51,비만
189,66,저체중
172,43,저체중
189,71,정상체중
158,69,비만
165,41,저체중
128,79,비만
130,39,정상체중
172,52,저체중
146,69,비만
183,35,저체중
148,65,비만
183,77,정상체중
197,60,저체중
145,53,비만
135,41,정상체중
129,46,비만
157,36,저체중
199,67,저체중
139,44,정상체중
189,42,저체중
194,51,저체중
158,77,비만
187,42,저체중
184,51,저체중
148,47,정상체중
158,77,비만
153,58,정상체중
195,67,저체중
186,71,정상체중
178,53,저체중
176,48,저체중
138,75,비만
183,58,저체중
182,74,정상체중
183,61,저체중
173,50,저체중
142,39,정상체중
173,35,저체중
157,49,정상체중
185,75,정상체중
167,65,정상체중
162,72,비만
126,56,비만
185,74,정상체중
145,51,정상체중
129,53,비만
163,72,비만
198,73,정상체중
190,37,저체중
172,74,비만
184,71,정상체중
154,60,비만
191,56,저체중
153,49,정상체중
178,40,저체중
200,65,저체중
171,43,저체중
185,41,저체중
160,40,저체중
126,41,비만
130,80,비만
133,73,비만
128,57,비만
192,35,저체중
177,45,저체중
175,45,저체중
156,38,저체중
183,41,저체중
182,36,저체중
158,60,정상체중
134,50,비만
144,38,저체중
149,40,저체중
196,58,저체중
183,36,저체중
194,53,저체중
135,57,비만
120,57,비만
164,64,정상체중
178,42,저체중
143,37,저체중
191,59,저체중
142,60,비만
197,77,정상체중
131,70,비만
121,78,비만
125,40,비만
146,65,비만
136,47,비만
120,43,비만
151,53,정상체중
182,35,저체중
169,68,정상체중
120,79,비만
191,57,저체중
138,40,정상체중
148,64,비만
121,39,비만
135,67,비만
183,38,저체중
138,48,비만
156,80,비만
131,50,비만
151,78,비만
123,62,비만
150,76,비만
150,77,비만
199,71,저체중
199,67,저체중
172,67,정상체중
131,68,비만
160,54,정상체중
171,65,정상체중
169,69,정상체중
139,46,정상체중
135,37,정상체중
167,45,저체중
131,74,비만
148,43,정상체중
133,74,비만
164,43,저체중
145,50,정상체중
146,43,정상체중
127,43,비만
199,42,저체중
170,36,저체중
160,36,저체중
186,40,저체중
141,38,정상체중
141,41,정상체중
179,41,저체중
196,64,저체중
143,63,비만
158,69,비만
143,40,정상체중
159,79,비만
163,77,비만
150,36,저체중
158,41,저체중
132,59,비만
165,73,비만
190,36,저체중
127,41,비만
163,76,비만
127,69,비만
127,36,정상체중
125,35,정상체중
187,71,정상체중
179,63,정상체중
192,50,저체중
143,61,비만
161,70,비만
127,77,비만
183,49,저체중
191,56,저체중
197,70,저체중
196,58,저체중
137,36,정상체중
128,80,비만
171,54,저체중
167,57,정상체중
185,65,정상체중
193,47,저체중
171,77,비만
185,42,저체중
124,43,비만
188,45,저체중
198,77,정상체중
188,37,저체중
176,77,정상체중
121,71,비만
165,64,정상체중
133,50,비만
182,48,저체중
127,58,비만
154,45,정상체중
124,55,비만
183,65,정상체중
194,39,저체중
170,45,저체중
126,55,비만
151,66,비만
142,73,비만
133,59,비만
131,64,비만
131,46,비만
134,66,비만
130,66,비만
173,65,정상체중
126,68,비만
179,78,정상체중
186,52,저체중
192,66,저체중
187,74,정상체중
191,52,저체중
153,35,저체중
179,48,저체중
194,67,저체중
134,35,정상체중
188,79,정상체중
136,78,비만
151,41,저체중
190,62,저체중
198,46,저체중
194,57,저체중
193,37,저체중
172,55,정상체중
182,36,저체중
168,49,저체중
143,62,비만
147,38,저체중
175,57,정상체중
155,56,정상체중
191,65,저체중
153,56,정상체중
200,63,저체중
184,77,정상체중
180,52,저체중
199,48,저체중
153,46,정상체중
148,52,정상체중
173,78,비만
170,56,정상체중
195,35,저체중
170,48,저체중
174,56,저체중
160,71,비만
133,40,정상체중
170,60,정상체중
155,52,정상체중
200,41,저체중
186,51,저체중
192,70,정상체중
139,54,비만
151,48,정상체중
125,60,비만
193,77,정상체중
188,54,저체중
134,68,비만
123,58,비만
188,80,정상체중
180,54,저체중
125,76,비만
143,71,비만
173,73,정상체중
141,78,비만
172,46,저체중
199,62,저체중
189,64,저체중
168,72,비만
122,80,비만
182,43,저체중
192,48,저체중
180,39,저체중
190,56,저체중
182,45,저체중
171,40,저체중
130,65,비만
185,67,정상체중
149,40,저체중
191,75,정상체중
169,72,비만
148,61,비만
134,44,정상체중
169,47,저체중
184,66,정상체중
185,49,저체중
140,42,정상체중
135,47,비만
174,36,저체중
185,36,저체중
121,60,비만
151,68,비만
181,54,저체중
137,62,비만
154,47,정상체중
148,46,정상체중
198,79,정상체중
170,42,저체중
124,62,비만
140,54,비만
189,62,저체중
180,66,정상체중
153,69,비만
197,55,저체중
139,52,비만
183,57,저체중
120,68,비만
194,80,정상체중
145,77,비만
178,51,저체중
184,64,정상체중
124,71,비만
136,45,정상체중
170,67,정상체중
193,65,저체중
127,44,비만
144,76,비만
170,72,정상체중
187,61,저체중
147,74,비만
189,53,저체중
168,65,정상체중
182,36,저체중
180,42,저체중
163,42,저체중
154,56,정상체중
171,73,정상체중
160,47,저체중
161,77,비만
178,35,저체중
145,79,비만
179,60,정상체중
121,69,비만
170,47,저체중
186,35,저체중
123,58,비만
184,48,저체중
193,63,저체중
141,38,정상체중
177,45,저체중
144,50,정상체중
185,62,저체중
134,80,비만
143,77,비만
154,68,비만
131,76,비만
127,55,비만
191,40,저체중
153,36,저체중
150,69,비만
198,77,정상체중
147,72,비만
140,43,정상체중
125,54,비만
190,77,정상체중
135,41,정상체중
191,52,저체중
173,77,비만
138,43,정상체중
200,72,저체중
165,70,비만
168,61,정상체중
132,37,정상체중
184,37,저체중
191,44,저체중
137,67,비만
188,38,저체중
146,56,비만
171,48,저체중
156,58,정상체중
176,36,저체중
190,46,저체중
198,51,저체중
174,44,저체중
132,71,비만
175,63,정상체중
124,45,비만
127,66,비만
149,43,정상체중
188,48,저체중
147,61,비만
153,40,저체중
172,50,저체중
148,70,비만
174,38,저체중
160,68,비만
180,53,저체중
121,40,비만
194,64,저체중
188,64,저체중
128,64,비만
155,57,정상체중
142,74,비만
198,54,저체중
183,72,정상체중
165,77,비만
197,40,저체중
160,43,저체중
148,80,비만
147,69,비만
156,78,비만
196,49,저체중
122,73,비만
132,43,정상체중
172,50,저체중
165,46,저체중
188,79,정상체중
160,44,저체중
168,58,정상체중
175,78,비만
198,66,저체중
169,79,비만
130,57,비만
157,54,정상체중
137,53,비만
137,63,비만
131,40,정상체중
159,51,정상체중
137,70,비만
139,54,비만
200,40,저체중
128,43,비만
126,48,비만
184,45,저체중
